"Sample ID","Bioproject ID","Biosample ID","Species","Biotic Relationship","Extreme Environment","Cell Arrangement","Cell Shape","Colony Color","Energy Source","Habitat","Oxygen","Latitude","Longitude","Elevation","Collection Method","Collection Date","Storage Method","Originating Lab","Sample Provider","GEO Location","Contact Email","Description"
"P10K-NCBI-002688","PRJNA231566","SAMN02739973","Detonula confervacea","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","41.6","-71.4","NA","Organic medium","NA","NA","NA","E. Virginia Armbrust","USA;Rhode Island;Washington","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002689","PRJNA231566","SAMN02740323","Thalassiosira sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","Fresh water","Undefined","34.27944","-114.22222","313","Organic medium","NA","NA","NA","E. Virginia Armbrust","USA;California;San Bernardino","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002690","PRJNA231566","SAMN02740343","Pseudo-nitzschia pungens","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","47.6901","-122.40041","NA","Organic medium","NA","NA","NA","E. Virginia Armbrust","USA;Washington;Seattle","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002691","PRJNA231566","SAMN02740344","Pseudo-nitzschia pungens","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","47.6901","-122.40041","NA","Organic medium","NA","NA","NA","E. Virginia Armbrust","USA;Washington;Seattle","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002692","PRJNA231566","SAMN02740242","Ditylum brightwellii","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","E. Virginia Armbrust","USA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002693","PRJNA231566","SAMN02740243","Ditylum brightwellii","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","E. Virginia Armbrust","USA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002694","PRJNA231566","SAMN02740070","Aulacoseira subarctica","NA","Undefined","Singles","Undefined","Undefined","Undefined","Fresh water","Undefined","54.6","-2.8","NA","Organic medium","NA","NA","NA","E. Virginia Armbrust","United Kingdom;Cumbria;Cumbria","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002695","PRJNA231566","SAMN02739958","Amphiprora paludosa","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","41.525","-70.6736","NA","Organic medium","NA","NA","NA","E. Virginia Armbrust","USA;Massachusetts;Barnstable","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002696","PRJNA231566","SAMN02740212","Coscinodiscus wailesii","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","31.4322","-80.358","NA","Organic medium","NA","NA","NA","E. Virginia Armbrust","USA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002697","PRJNA231566","SAMN02740239","Thalassiosira punctigera","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","47.6901","-122.40041","NA","Organic medium","NA","NA","NA","E. Virginia Armbrust","USA;Washington;Seattle","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002698","PRJNA231566","SAMN02740077","Pseudopedinella elastica","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","43","-68","NA","Organic medium","NA","NA","NA","E. Virginia Armbrust","USA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002699","PRJNA231566","SAMN02740330","Minutocellus polymorphus","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","E. Virginia Armbrust","USA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002700","PRJNA231566","SAMN02740331","Thalassiosira sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","E. Virginia Armbrust","USA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002701","PRJNA231566","SAMN02740353","Tripos fusus","NA","Undefined","Singles","Undefined","Undefined","Undefined","Estuary","Undefined","41.57083","-71.40517","NA","Organic medium","NA","NA","NA","Susanne Menden-Deuer","USA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002702","PRJNA231566","SAMN02740354","Tripos fusus","NA","Undefined","Singles","Undefined","Undefined","Undefined","Estuary","Undefined","41.57083","-71.40517","NA","Organic medium","NA","NA","NA","Susanne Menden-Deuer","USA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002703","PRJNA231566","SAMN02740030","Micromonas pusilla","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","40.75","14.33","NA","Organic medium","NA","NA","NA","Alexandra Z. Worden","Italy","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002704","PRJNA231566","SAMN02739977","Pyramimonas sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","50.36","-4.15","NA","Organic medium","NA","NA","NA","Alexandra Z. Worden","United Kingdom;Plymouth;Plymouth","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002705","PRJNA231566","SAMN02740549","Micromonas pusilla","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","49.25","-123.1","NA","Organic medium","NA","NA","NA","Alexandra Z. Worden","Canada;British Columbia;Vancouver","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002706","PRJNA231566","SAMN02740305","Prymnesium parvum","NA","Undefined","Singles","Undefined","Undefined","Undefined","Fresh water","Undefined","33.98","-96.67","NA","Organic medium","NA","NA","NA","NA","USA;Oklahoma;Marshall","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002707","PRJNA231566","SAMN02740138","Micromonas pusilla","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","8.5","-78.22","NA","Organic medium","NA","NA","NA","Alexandra Z. Worden","Panama;Darien;Chepigana","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002708","PRJNA231566","SAMN02740170","Pycnococcus sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","20.7722","-63.0368","NA","Organic medium","NA","NA","NA","Alexandra Z. Worden","Bermuda","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002709","PRJNA231566","SAMN02740080","Cyanoptyche sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","Fresh water","Undefined","38.79","-9.42","NA","Organic medium","NA","NA","NA","Alexandra Z. Worden","Portugal;Lisbon;Lisbon","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002710","PRJNA231566","SAMN02740031","Gloeochaete wittrockiana","NA","Undefined","Singles","Undefined","Undefined","Undefined","Fresh water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Alexandra Z. Worden","Germany","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002711","PRJNA231566","SAMN02740052","Isochrysis sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","38.3048","-69.6192","NA","Organic medium","NA","NA","NA","Alexandra Z. Worden","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002712","PRJNA231566","SAMN02740057","Rhodomonas sp. CCMP768","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","-39","176","NA","Organic medium","NA","NA","NA","Alexandra Z. Worden","New Zealand","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002713","PRJNA231566","SAMN02739976","Haptolina brevifila","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","49.35","4.9","NA","Organic medium","NA","NA","NA","David Caron","France;Grand Est;Ardennes","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002714","PRJNA231566","SAMN02740038","Chromulina nebulosa","NA","Undefined","Singles","Undefined","Undefined","Undefined","Fresh water","Undefined","36.135","-92.64","NA","Organic medium","NA","NA","NA","David Caron","USA;Arkansas;Marion","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002715","PRJNA231566","SAMN02740062","Haptolina ericina","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","49.6","-140.6166","NA","Organic medium","NA","NA","NA","David Caron","USA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002716","PRJNA231566","SAMN02740078","Pseudopedinella elastica","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","43","-68","NA","Organic medium","NA","NA","NA","David Caron","USA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002717","PRJNA231566","SAMN02740021","Spumella elongata","NA","Undefined","Singles","Undefined","Undefined","Undefined","Fresh water","Undefined","52.2333","0.08333","NA","Organic medium","NA","NA","NA","David Caron","United Kingdom;Cambridgeshire;Cambridgeshire","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002718","PRJNA231566","SAMN02740240","Phaeocystis antarctica","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","-77.625","-179.23","NA","Organic medium","NA","NA","NA","David Caron","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002719","PRJNA231566","SAMN02740241","Rhodomonas abbreviata","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","33.52","-118.37","NA","Organic medium","NA","NA","NA","David Caron","USA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002720","PRJNA231566","SAMN02740176","Geminigera","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","David Caron","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002721","PRJNA231566","SAMN02740126","Paraphysomonas sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","David Caron","USA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002722","PRJNA231566","SAMN02740550","Cafeteria sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","David Caron","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002723","PRJNA231566","SAMN02740135","Ochromonas sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","Fresh water","Undefined","5.4","100.32","NA","Organic medium","NA","NA","NA","David Caron","Malaysia;Pulau Pinang;Penang","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002724","PRJNA231566","SAMN02740183","Mantoniella antarctica","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","David Caron","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002725","PRJNA231566","SAMN02740551","Paraphysomonas vestita","NA","Undefined","Singles","Undefined","Undefined","Undefined","Fresh water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","David Caron","USA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002726","PRJNA231566","SAMN02740047","Symbiodinium sp. CCMP421","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","-41.27","174.795","NA","Organic medium","NA","NA","NA","William Wilson","New Zealand;Wellington;Wellington","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002727","PRJNA231566","SAMN02740552","Neobodo designis","Free living","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","13.1","101.03","NA","Organic medium","NA","NA","NA","David Caron","Thailand;Chon Buri;Si Racha","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002728","PRJNA231566","SAMN02740187","Symbiodinium sp. CCMP2430","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","-23.5","152","NA","Organic medium","NA","NA","NA","William Wilson","Australia","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002729","PRJNA231566","SAMN02740188","Symbiodinium sp. CCMP2430","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","-23.5","152","NA","Organic medium","NA","NA","NA","William Wilson","Australia","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002730","PRJNA231566","SAMN02740189","Symbiodinium sp. CCMP2430","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","-23.5","152","NA","Organic medium","NA","NA","NA","William Wilson","Australia","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002731","PRJNA231566","SAMN02740553","Symbiodinium sp. Mp","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","William Wilson","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002732","PRJNA231566","SAMN02740554","Symbiodinium sp. Mp","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","William Wilson","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002733","PRJNA231566","SAMN02740555","Symbiodinium sp. Mp","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","William Wilson","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002734","PRJNA231566","SAMN02740556","Symbiodinium sp. Mp","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","William Wilson","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002735","PRJNA231566","SAMN02740557","Dunaliella tertiolecta","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Sheri Floge","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002736","PRJNA231566","SAMN02740558","Dunaliella tertiolecta","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Sheri Floge","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002737","PRJNA231566","SAMN02740559","Dunaliella tertiolecta","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Sheri Floge","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002738","PRJNA231566","SAMN02740560","Isochrysis sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","-14.87","-148.68","NA","Organic medium","NA","NA","NA","Sheri Floge","French Polynesia;;","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002739","PRJNA231566","SAMN02740561","Isochrysis sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Sheri Floge","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002740","PRJNA231566","SAMN02740562","Isochrysis sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Sheri Floge","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002741","PRJNA231566","SAMN02740563","Isochrysis sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Sheri Floge","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002742","PRJNA231566","SAMN02740564","Chrysotila carterae","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","41.52","-70.67","NA","Organic medium","NA","NA","NA","Sheri Floge","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002743","PRJNA231566","SAMN02740565","Chrysotila carterae","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Sheri Floge","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002744","PRJNA231566","SAMN02740566","Chrysotila carterae","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Sheri Floge","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002745","PRJNA231566","SAMN02740567","Pavlova sp. CCMP459","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","38.7","-72.37","NA","Organic medium","NA","NA","NA","Sheri Floge","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002746","PRJNA231566","SAMN02740568","Pavlova sp. CCMP459","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Sheri Floge","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002747","PRJNA231566","SAMN02740157","Ochromonadaceae sp. CCMP2298","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","77.0014","-77.2383","NA","Organic medium","NA","NA","NA","Connie Lovejoy","Canada","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002748","PRJNA231566","SAMN02740158","Ochromonadaceae sp. CCMP2298","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","77.0014","-77.2383","NA","Organic medium","NA","NA","NA","Connie Lovejoy","Canada","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002749","PRJNA231566","SAMN02740159","Ochromonadaceae sp. CCMP2298","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","77.0014","-77.2383","NA","Organic medium","NA","NA","NA","Connie Lovejoy","Canada","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002750","PRJNA231566","SAMN02740160","Ochromonadaceae sp. CCMP2298","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","77.0014","-77.2383","NA","Organic medium","NA","NA","NA","Connie Lovejoy","Canada","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002751","PRJNA231566","SAMN02740199","Lessardia elongata","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Juan Saldarriaga","Denmark","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002752","PRJNA231566","SAMN02740200","Gyrodinium dominans","Free living","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Juan Saldarriaga","Denmark","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002753","PRJNA231566","SAMN02740569","Emiliania huxleyi","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Francois Morel","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002754","PRJNA231566","SAMN02740570","Emiliania huxleyi","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Francois Morel","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002755","PRJNA231566","SAMN02740571","Emiliania huxleyi","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Francois Morel","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002756","PRJNA231566","SAMN02740572","Emiliania huxleyi","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Francois Morel","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002757","PRJNA231566","SAMN02740573","Emiliania huxleyi","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","59.5","10.6","NA","Organic medium","NA","NA","NA","Francois Morel","Norway;Ostfold;Ostfold","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002758","PRJNA231566","SAMN02740574","Emiliania huxleyi","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Francois Morel","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002759","PRJNA231566","SAMN02740575","Emiliania huxleyi","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Francois Morel","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002760","PRJNA231566","SAMN02740576","Emiliania huxleyi","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Francois Morel","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002761","PRJNA231566","SAMN02740185","Picocystis salinarum","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","37.78","-122.35","NA","Organic medium","NA","NA","NA","Willie Wilson","USA;California;San Francisco","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002762","PRJNA231566","SAMN02740092","Pinguiococcus pyrenoidosus","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","7.48","146.46","NA","Organic medium","NA","NA","NA","Willie Wilson","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002763","PRJNA231566","SAMN02739974","Picochlorum oklahomense","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","36.75","-98.2","NA","Organic medium","NA","NA","NA","Willie Wilson","USA;Oklahoma;Alfalfa","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002764","PRJNA231566","SAMN02740577","Phaeocystis sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","23.5643","58.853","NA","Organic medium","NA","NA","NA","Willie Wilson","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002765","PRJNA231566","SAMN02740093","Phaeomonas parva","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","7.48","146.46","NA","Organic medium","NA","NA","NA","Willie Wilson","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002766","PRJNA231566","SAMN02740578","Chrysoreinhardia sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","24.62","125.24","NA","Organic medium","NA","NA","NA","Willie Wilson","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002767","PRJNA231566","SAMN02740262","Chrysocystis sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","13.5","144.75","NA","Organic medium","NA","NA","NA","Willie Wilson","Guam","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002768","PRJNA231566","SAMN02740202","Chrysoreinhardia sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","42.572","8.73","NA","Organic medium","NA","NA","NA","Willie Wilson","France;Corsica;Haute-Corse","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002769","PRJNA231566","SAMN02740220","Mallomonas sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","34","135.1","NA","Organic medium","NA","NA","NA","Willie Wilson","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002770","PRJNA231566","SAMN02739975","Pyramimonas sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","33.1833","-65.25","NA","Organic medium","NA","NA","NA","Willie Wilson","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002771","PRJNA231566","SAMN02740263","Sarcinochrysis sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","13.5","144.75","NA","Organic medium","NA","NA","NA","Willie Wilson","Guam","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002772","PRJNA231566","SAMN02740579","Helicotheca sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","30","-60","NA","Organic medium","NA","NA","NA","Willie Wilson","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002773","PRJNA231566","SAMN02740143","Timspurckia oligopyrenoides","NA","Undefined","Singles","Undefined","Undefined","Undefined","Sediment","Undefined","-31.81","144.9","NA","Organic medium","NA","NA","NA","Willie Wilson","Australia;New South Wales;Cobar","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002774","PRJNA231566","SAMN02740054","Rhizochromulina marina","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","32","-65.1667","NA","Organic medium","NA","NA","NA","Willie Wilson","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002775","PRJNA231566","SAMN02740580","Dictyocha speculum","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","55.48","11.1","NA","Organic medium","NA","NA","NA","Willie Wilson","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002776","PRJNA231566","SAMN02740581","Pseudictyota dubia","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","30","-60","NA","Organic medium","NA","NA","NA","Willie Wilson","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002777","PRJNA231566","SAMN02740582","Synedropsis cf. recta","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine sponge","Undefined","-77.8333","163","NA","Organic medium","NA","NA","NA","Willie Wilson","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002778","PRJNA231566","SAMN02740124","Ochromonas sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","Sea ice","Undefined","-77.8333","163","NA","Organic medium","NA","NA","NA","Willie Wilson","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002779","PRJNA231566","SAMN02740130","Phaeocystis sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","14.449","64.9997","NA","Organic medium","NA","NA","NA","Willie Wilson","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002780","PRJNA231566","SAMN02740583","Chlamydomonas sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","-64.7667","-64","NA","Organic medium","NA","NA","NA","Willie Wilson","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002781","PRJNA231566","SAMN02739939","prasinophyte sp. RCC997","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","-9.066667","-136.98334","NA","Organic medium","NA","NA","NA","Willie Wilson","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
