Species,SampleID,AssemblyID,TotalSize,ScaffoldCount,N50,Completeness,GeneCount,CDSCompleteness,AnnotLevel,SomeNumber
Amphiprora sp.,P10K-NCBI-002504,CAM_ASM_000526,18.977152,23679,1301,31.7,23609,46.2789614130205,Low,1
Amphiprora sp.,P10K-NCBI-002505,CAM_ASM_000527,26.473576,29922,1414,51.0,29849,48.7822037589199,Low,1
Fragilariopsis kerguelensis,P10K-NCBI-002506,CAM_ASM_000535,43.340496,64661,999,64.7,64384,50.4985710735587,Medium,1
Fragilariopsis kerguelensis,P10K-NCBI-002507,CAM_ASM_000536,44.309838,65906,1020,65.5,65614,51.9828085469564,Medium,1
Fragilariopsis kerguelensis,P10K-NCBI-002508,CAM_ASM_000537,42.448567,64090,995,65.1,63775,51.2097216777734,Medium,1
Fragilariopsis kerguelensis,P10K-NCBI-002509,CAM_ASM_000544,45.511179,69704,957,64.0,69365,51.4510199668421,Medium,1
Thalassiosira minuscula,P10K-NCBI-002510,CAM_ASM_000545,43.68213,47167,1373,60.0,47097,52.5383782406523,Medium,1
Thalassiosira minuscula,P10K-NCBI-002511,CAM_ASM_000546,23.431706,34790,862,14.1,34715,57.4737145326228,Low,1
Thalassiosira minuscula,P10K-NCBI-002512,CAM_ASM_000555,31.510863,43965,1058,48.3,43889,54.6150516074643,Medium,1
Thalassiosira minuscula,P10K-NCBI-002513,CAM_ASM_000556,17.674611,36324,573,8.2,36237,51.8696360073958,Low,1
Tryblionella compressa,P10K-NCBI-002514,CAM_ASM_000557,26.189021,30737,1259,50.6,30658,60.4051144888773,Medium,1
Tryblionella compressa,P10K-NCBI-002515,CAM_ASM_000566,21.794042,28275,1101,38.1,28212,59.6306536225719,Low,1
Tryblionella compressa,P10K-NCBI-002516,CAM_ASM_000567,24.332498,33793,1034,38.0,33705,55.0274439994066,Low,1
Tryblionella compressa,P10K-NCBI-002517,CAM_ASM_000568,22.121887,28743,1109,35.7,28667,58.1400216276555,Low,1
Chaetoceros neogracilis,P10K-NCBI-002518,CAM_ASM_000577,28.047788,28421,1425,60.8,28374,60.7563262141397,Medium,1
Chaetoceros neogracilis,P10K-NCBI-002519,CAM_ASM_000578,30.504415,33789,1341,65.1,33704,56.9338950866366,Medium,1
Chaetoceros neogracilis,P10K-NCBI-002520,CAM_ASM_000579,27.078819,31834,1243,58.0,31771,56.0857385666174,Medium,1
Chaetoceros neogracilis,P10K-NCBI-002521,CAM_ASM_000588,33.339764,34999,1432,64.0,34927,58.4848398087439,Medium,1
Percolomonas cosmopolitus,P10K-NCBI-002522,CAM_ASM_000589,17.290748,14333,1831,63.6,14299,58.4656269669208,Medium,1
Percolomonas cosmopolitus,P10K-NCBI-002523,CAM_ASM_000597,22.825151,11692,3085,72.9,11682,77.1186440677966,Medium,1
Gambierdiscus australes,P10K-NCBI-002524,CAM_ASM_000598,59.646805,99150,848,52.6,97979,45.6597842394799,Low,1
Palpitomonas bilix,P10K-NCBI-002525,CAM_ASM_000599,61.051934,50856,1973,72.1,50574,65.8480642227231,Medium,1
Gymnodinium catenatum,P10K-NCBI-002526,CAM_ASM_000045,95.518885,123545,1212,68.6,122931,45.9688768496148,Medium,1
Triparma pacifica,P10K-NCBI-002527,CAM_ASM_000607,25.384224,24608,1502,59.6,24529,47.4295731583024,Medium,1
Thalassionema frauenfeldii,P10K-NCBI-002528,CAM_ASM_000608,34.241495,33504,1526,75.7,33428,64.4160583941606,Medium,1
Rhizosolenia setigera,P10K-NCBI-002529,CAM_ASM_000609,30.326143,34501,1347,62.8,34408,57.576726342711,Medium,1
Alexandrium catenella,P10K-NCBI-002530,CAM_ASM_000881,66.755637,118407,752,54.5,115971,34.9432185632615,Low,1
Stephanopyxis turris,P10K-NCBI-002531,CAM_ASM_000619,36.195997,55772,977,48.3,55567,45.6781902927997,Low,1
Amoebophrya sp.,P10K-NCBI-002532,CAM_ASM_000620,29.133143,29024,1970,10.6,28631,50.7980859907094,Low,1
Pyrodinium bahamense,P10K-NCBI-002533,CAM_ASM_000628,99.149837,150835,972,62.4,148645,39.23105385314,Medium,1
Dinophysis acuminata,P10K-NCBI-002534,CAM_ASM_000629,77.490876,128844,829,58.9,126310,35.0178133164437,Low,1
Mesodinium rubrum,P10K-NCBI-002535,CAM_ASM_000630,38.027417,67184,746,32.1,66648,64.4010322890409,Low,1
Geminigera cryophila,P10K-NCBI-002536,CAM_ASM_000637,65.133107,105756,851,64.7,105214,44.8571482882506,Medium,1
Striatella unipunctata,P10K-NCBI-002537,CAM_ASM_000638,25.050951,37562,929,32.2,37480,54.7251867662753,Low,1
Micromonas pusilla,P10K-NCBI-002538,CAM_ASM_000639,21.552938,14068,2296,81.5,13921,64.8803965232383,Medium,1
Crustomastix stigmatica,P10K-NCBI-002539,CAM_ASM_000647,21.253452,28497,1078,60.8,26447,31.4251143797028,Low,1
Tetraselmis astigmatica,P10K-NCBI-002540,CAM_ASM_000648,41.730591,40880,1740,80.8,40630,59.8104848634014,Medium,1
Picocystis salinarum,P10K-NCBI-002541,CAM_ASM_000657,22.226261,11627,3043,89.4,11585,68.5886922744929,Medium,1
Eutreptiella gymnastica,P10K-NCBI-002542,CAM_ASM_000658,38.50516,70116,742,33.4,69754,46.5564698798635,Low,1
Eutreptiella gymnastica,P10K-NCBI-002543,CAM_ASM_000659,50.709406,89969,767,36.1,89485,46.7977873386601,Low,1
Eutreptiella gymnastica,P10K-NCBI-002544,CAM_ASM_000667,65.980547,110265,834,43.5,109719,51.130615481366,Low,1
Dinobryon sp.,P10K-NCBI-002545,CAM_ASM_000668,25.71363,32473,1179,47.1,32374,58.587137826651,Medium,1
Prymnesium parvum,P10K-NCBI-002546,CAM_ASM_000678,21.492089,32869,929,43.9,32569,47.7785624366729,Low,1
Prymnesium parvum,P10K-NCBI-002547,CAM_ASM_000528,37.532924,50032,1080,56.8,49294,46.6202783300199,Medium,1
Proboscia inermis,P10K-NCBI-002548,CAM_ASM_000529,31.988407,53448,826,36.1,53300,62.7373358348968,Low,1
Tetraselmis striata,P10K-NCBI-002549,CAM_ASM_000530,33.298871,45641,1073,64.3,45151,45.5028681535293,Medium,1
Tetraselmis striata,P10K-NCBI-002550,CAM_ASM_000610,34.818091,47874,1079,71.0,47374,46.9772449022671,Medium,1
Tetraselmis striata,P10K-NCBI-002551,CAM_ASM_000611,34.888971,48474,1070,70.2,47980,47.5302209253856,Medium,1
Tetraselmis striata,P10K-NCBI-002552,CAM_ASM_000612,36.221127,48764,1117,68.6,48298,48.6645409747816,Medium,1
Pseudo-nitzschia fraudulenta,P10K-NCBI-002553,CAM_ASM_000622,25.022737,27679,1512,44.0,27433,59.2971968067656,Medium,1
Pseudo-nitzschia fraudulenta,P10K-NCBI-002554,CAM_ASM_000631,75.745814,122164,931,63.6,121167,38.4873769260607,Medium,1
Pseudo-nitzschia fraudulenta,P10K-NCBI-002555,CAM_ASM_000632,26.089565,30776,1365,42.7,30524,59.0781024767396,Medium,1
Pseudo-nitzschia fraudulenta,P10K-NCBI-002556,CAM_ASM_000640,24.767855,28131,1442,43.9,27894,60.2638560263856,Medium,1
Conticribra weissflogii,P10K-NCBI-002557,CAM_ASM_000641,33.013973,31740,1534,62.8,31706,54.5322651864001,Medium,1
Conticribra weissflogii,P10K-NCBI-002558,CAM_ASM_000642,33.878208,31919,1568,64.4,31883,55.0450083116394,Medium,1
Conticribra weissflogii,P10K-NCBI-002559,CAM_ASM_000650,32.41111,31748,1522,64.3,31712,54.1624621594349,Medium,1
Conticribra weissflogii,P10K-NCBI-002560,CAM_ASM_000651,33.329328,31920,1550,61.6,31887,54.7119515790134,Medium,1
Pelagococcus subviridis,P10K-NCBI-002561,CAM_ASM_000660,28.317645,37257,1075,42.0,34723,42.9167986637099,Low,1
Pelagococcus subviridis,P10K-NCBI-002562,CAM_ASM_000661,25.939483,35078,1037,39.6,32713,40.1033228380155,Low,1
Pelagococcus subviridis,P10K-NCBI-002563,CAM_ASM_000669,26.957018,35880,1053,42.4,33374,42.2484568826032,Low,1
Pelagococcus subviridis,P10K-NCBI-002564,CAM_ASM_000670,28.6218,36878,1105,45.1,34384,42.9909260120987,Low,1
Pelagomonas calceolata,P10K-NCBI-002565,CAM_ASM_000679,21.26489,24257,1397,44.7,23567,42.3176475580261,Low,1
Pelagomonas calceolata,P10K-NCBI-002566,CAM_ASM_000680,24.471544,26269,1399,54.5,25587,43.0179387970454,Low,1
Pelagomonas calceolata,P10K-NCBI-002567,CAM_ASM_000531,29.455666,27756,1569,59.3,27107,49.0758844578891,Medium,1
Pelagomonas calceolata,P10K-NCBI-002568,CAM_ASM_000532,24.848329,24178,1558,45.1,23566,46.7325808367988,Low,1
Aureoumbra lagunensis,P10K-NCBI-002569,CAM_ASM_000533,22.220252,24449,1380,54.9,24347,64.9854191481497,Medium,1
Aureoumbra lagunensis,P10K-NCBI-002570,CAM_ASM_000534,27.266101,22054,1892,72.2,21961,73.4438322480761,Medium,1
Aureoumbra lagunensis,P10K-NCBI-002571,CAM_ASM_000538,19.71648,25448,1164,40.0,25353,60.2808346152329,Medium,1
Aureoumbra lagunensis,P10K-NCBI-002572,CAM_ASM_000539,22.34647,26579,1265,43.9,26472,64.4001208824418,Medium,1
Heterosigma akashiwo,P10K-NCBI-002573,CAM_ASM_000540,17.628455,30847,713,33.7,30468,46.6653538138375,Low,1
Heterosigma akashiwo,P10K-NCBI-002574,CAM_ASM_000541,15.429772,27533,689,26.2,27133,52.0768068403789,Low,1
Heterosigma akashiwo,P10K-NCBI-002575,CAM_ASM_000542,12.983037,22791,726,27.8,22450,47.7594654788419,Low,1
Heterosigma akashiwo,P10K-NCBI-002576,CAM_ASM_000543,13.606939,25548,624,20.0,25230,56.0959175584621,Low,1
Conticribra weissflogii,P10K-NCBI-002577,CAM_ASM_000547,33.240579,34041,1444,58.0,33994,52.6239924692593,Medium,1
Conticribra weissflogii,P10K-NCBI-002578,CAM_ASM_000548,33.284518,33903,1459,52.9,33849,54.6013176164732,Medium,1
Conticribra weissflogii,P10K-NCBI-002579,CAM_ASM_000549,34.110441,33908,1526,61.2,33869,56.0984971507869,Medium,1
Conticribra weissflogii,P10K-NCBI-002580,CAM_ASM_000550,31.715355,31884,1472,54.1,31836,51.3569543912552,Medium,1
Thalassiosira aff. antarctica,P10K-NCBI-002581,CAM_ASM_000551,34.924326,43953,1198,58.8,43882,52.7733467025204,Medium,1
Thalassiosira aff. antarctica,P10K-NCBI-002582,CAM_ASM_000552,36.98915,44530,1280,64.3,44462,53.2117313661104,Medium,1
Thalassiosira aff. antarctica,P10K-NCBI-002583,CAM_ASM_000553,31.49776,41604,1130,55.3,41532,60.4040258114225,Medium,1
Thalassiosira aff. antarctica,P10K-NCBI-002584,CAM_ASM_000554,36.86084,43618,1276,60.8,43524,54.2137671169929,Medium,1
Fragilariopsis kerguelensis,P10K-NCBI-002585,CAM_ASM_000558,41.067382,59819,1068,64.7,59571,59.4450319786473,Medium,1
Fragilariopsis kerguelensis,P10K-NCBI-002586,CAM_ASM_000559,38.214901,57054,1016,64.3,56783,50.879664688375,Medium,1
Fragilariopsis kerguelensis,P10K-NCBI-002587,CAM_ASM_000560,36.385036,54452,1015,62.0,54198,50.5184693162109,Medium,1
Fragilariopsis kerguelensis,P10K-NCBI-002588,CAM_ASM_000561,34.423122,52264,976,44.3,52069,64.0803549136722,Medium,1
Thalassiosira rotula,P10K-NCBI-002589,CAM_ASM_000823,28.218581,38998,1080,48.2,38920,46.9578622816033,Low,1
Thalassiosira rotula,P10K-NCBI-002590,CAM_ASM_000824,18.395057,28815,861,20.7,28760,60.8518776077886,Low,1
Thalassiosira rotula,P10K-NCBI-002591,CAM_ASM_000826,19.433789,30225,868,25.9,30170,60.3546569439841,Low,1
Thalassiosira rotula,P10K-NCBI-002592,CAM_ASM_000827,15.612222,25207,809,25.1,25178,66.017952180475,Low,1
Aureococcus anophagefferens,P10K-NCBI-002593,CAM_ASM_000562,27.688993,37411,1007,52.6,34834,35.0605730033875,Low,1
Aureococcus anophagefferens,P10K-NCBI-002594,CAM_ASM_000569,23.739799,33212,958,45.9,31156,35.5726023879831,Low,1
Aureococcus anophagefferens,P10K-NCBI-002595,CAM_ASM_000570,23.346435,32727,958,44.7,30576,36.809916274202,Low,1
Aureococcus anophagefferens,P10K-NCBI-002596,CAM_ASM_000586,23.663285,32246,983,44.3,30291,35.2480934931168,Low,1
Skeletonema marinoi,P10K-NCBI-002597,CAM_ASM_000587,25.243554,32428,1125,45.5,32396,51.9199901222373,Low,1
Skeletonema marinoi,P10K-NCBI-002598,CAM_ASM_000828,20.235961,33308,809,32.1,33251,57.2253466061171,Low,1
Perkinsus marinus,P10K-NCBI-002599,CAM_ASM_000600,9.908624,25827,410,10.5,25778,40.965164093413,Low,1
Perkinsus chesapeaki,P10K-NCBI-002600,CAM_ASM_000563,11.279682,31378,376,12.9,31290,41.6331096196868,Low,1
Perkinsus chesapeaki,P10K-NCBI-002601,CAM_ASM_000564,10.683885,29341,384,9.8,29284,42.1595410463052,Low,1
Ostreococcus sp. RCC789,P10K-NCBI-002602,CAM_ASM_000573,14.508697,9005,2299,82.8,8990,75.9733036707453,Medium,1
Ostreococcus sp. RCC789,P10K-NCBI-002603,CAM_ASM_000580,7.99509,9482,1320,33.8,9451,44.6936832081261,Low,1
Ostreococcus sp. RCC789,P10K-NCBI-002604,CAM_ASM_000582,1.870855,4990,380,1.6,4957,31.7329029655033,Low,1
Ostreococcus sp. RCC789,P10K-NCBI-002605,CAM_ASM_000594,16.056683,9267,2592,69.8,9233,70.7895591898624,Medium,1
Ostreococcus sp. RCC789,P10K-NCBI-002606,CAM_ASM_000574,13.105447,9258,2141,71.8,9242,67.2581692274399,Medium,1
Ostreococcus sp. RCC789,P10K-NCBI-002607,CAM_ASM_000575,12.189506,9289,1952,67.5,9267,64.8753641955325,Medium,1
Ostreococcus sp. RCC789,P10K-NCBI-002608,CAM_ASM_000576,13.209038,9193,2119,73.7,9172,68.927169646751,Medium,1
Ostreococcus sp. RCC789,P10K-NCBI-002609,CAM_ASM_000583,12.494189,8659,2136,71.0,8579,66.5928429886933,Medium,1
Prasinococcus capsulatus,P10K-NCBI-002610,CAM_ASM_000585,20.170673,14102,2134,78.9,14021,64.2892803651665,Medium,1
Cafeteria roenbergensis,P10K-NCBI-002611,CAM_ASM_000590,22.501428,26963,1344,42.0,26174,32.67746618782,Low,1
Isochrysis galbana,P10K-NCBI-002612,CAM_ASM_000591,32.556095,38090,1268,57.6,37693,46.4675138619903,Medium,1
Isochrysis galbana,P10K-NCBI-002613,CAM_ASM_000472,32.258551,37912,1295,54.9,37507,46.8605860239422,Medium,1
Vaucheria litorea,P10K-NCBI-002614,CAM_ASM_000473,13.572563,20895,913,62.4,20774,46.3030711466256,Medium,1
Vaucheria litorea,P10K-NCBI-002615,CAM_ASM_000474,11.843099,19763,810,53.8,19648,41.6581840390879,Low,1
Chattonella subsalsa,P10K-NCBI-002616,CAM_ASM_000480,33.74375,41406,1268,65.9,41273,54.5586703171565,Medium,1
Chattonella subsalsa,P10K-NCBI-002617,CAM_ASM_000481,30.113651,39613,1174,57.6,39505,54.0615112011138,Medium,1
Chattonella subsalsa,P10K-NCBI-002618,CAM_ASM_000486,29.141974,39051,1147,58.4,38913,52.4863156271683,Medium,1
Chattonella subsalsa,P10K-NCBI-002619,CAM_ASM_000487,33.558824,41979,1239,62.3,41859,55.21632146014,Medium,1
Aplanochytrium sp. PBS07,P10K-NCBI-002620,CAM_ASM_000493,21.159058,20518,1605,67.4,20428,64.9794399843352,Medium,1
Aplanochytrium sp. PBS07,P10K-NCBI-002621,CAM_ASM_000499,16.785778,18613,1390,51.8,18529,66.9652976415349,Medium,1
Aplanochytrium sp. PBS07,P10K-NCBI-002622,CAM_ASM_000506,15.749482,18498,1319,55.3,18421,62.6730362086749,Medium,1
Aplanochytrium sp. PBS07,P10K-NCBI-002623,CAM_ASM_000513,14.442659,17377,1261,44.3,17300,67.2369942196532,Medium,1
Schizochytrium aggregatum,P10K-NCBI-002624,CAM_ASM_000488,5.381961,10585,640,25.9,10460,38.585086042065,Low,1
Schizochytrium aggregatum,P10K-NCBI-002625,CAM_ASM_000494,12.854297,21116,824,36.5,20872,44.3033729398237,Low,1
Schizochytrium aggregatum,P10K-NCBI-002626,CAM_ASM_000500,21.997359,27026,1226,60.0,26768,44.145995218171,Medium,1
Schizochytrium aggregatum,P10K-NCBI-002627,CAM_ASM_000507,18.449854,26520,1015,53.4,26263,41.9449415527548,Low,1
Thalassiosira oceanica,P10K-NCBI-002628,CAM_ASM_000508,30.707815,37281,1214,53.3,36730,44.1138034304383,Low,1
Thalassiosira oceanica,P10K-NCBI-002629,CAM_ASM_000514,36.218156,39377,1379,55.3,38815,48.1772510627335,Medium,1
Thalassiosira oceanica,P10K-NCBI-002630,CAM_ASM_000515,31.9762,37371,1280,50.6,36816,45.8713602781399,Low,1
Thalassiosira oceanica,P10K-NCBI-002631,CAM_ASM_000520,32.519222,38954,1228,52.1,38417,45.3288908556108,Low,1
Pelagophyceae sp. CCMP2097,P10K-NCBI-002632,CAM_ASM_000521,29.232504,34446,1212,66.3,33590,46.2607919023519,Medium,1
Pelagophyceae sp. CCMP2097,P10K-NCBI-002633,CAM_ASM_000399,26.720142,32915,1156,65.1,32033,43.8891143508257,Medium,1
Pelagophyceae sp. CCMP2097,P10K-NCBI-002634,CAM_ASM_000400,30.171699,34837,1246,64.7,33947,45.2381653754382,Medium,1
Pelagophyceae sp. CCMP2097,P10K-NCBI-002635,CAM_ASM_000476,27.865607,32790,1216,67.4,31945,45.5595554859915,Medium,1
Pavlovales sp. CCMP2436,P10K-NCBI-002636,CAM_ASM_000048,40.834411,51740,1198,70.5,50794,56.4751742331771,Medium,1
Pavlovales sp. CCMP2436,P10K-NCBI-002637,CAM_ASM_000477,37.622977,50372,1109,65.1,49391,54.5969913547003,Medium,1
Pavlovales sp. CCMP2436,P10K-NCBI-002638,CAM_ASM_000478,35.574232,45204,1160,68.2,44311,53.9617702150708,Medium,1
Pavlovales sp. CCMP2436,P10K-NCBI-002639,CAM_ASM_000483,35.084234,44622,1157,71.0,43722,54.2861717213302,Medium,1
Cryptophyta sp. CCMP2293,P10K-NCBI-002640,CAM_ASM_000484,42.853883,69530,850,70.2,68087,38.0498479886028,Medium,1
Cryptophyta sp. CCMP2293,P10K-NCBI-002641,CAM_ASM_000489,43.754917,70994,849,72.6,69471,38.7283902635632,Medium,1
Cryptophyta sp. CCMP2293,P10K-NCBI-002642,CAM_ASM_000490,42.757861,72388,793,67.8,70760,38.4242509892595,Medium,1
Cryptophyta sp. CCMP2293,P10K-NCBI-002643,CAM_ASM_000495,44.22569,70975,859,71.8,69466,38.0301154521636,Medium,1
Pedinellales sp. CCMP2098,P10K-NCBI-002644,CAM_ASM_000496,41.466688,72218,763,41.2,70521,49.1031040399314,Low,1
Pedinellales sp. CCMP2098,P10K-NCBI-002645,CAM_ASM_000501,61.266146,92368,899,53.0,90290,41.5727101561635,Low,1
Pedinellales sp. CCMP2098,P10K-NCBI-002646,CAM_ASM_000502,44.294255,75372,779,47.5,73201,40.2248603161159,Low,1
Pedinellales sp. CCMP2098,P10K-NCBI-002647,CAM_ASM_000503,57.118457,89404,868,56.5,87248,42.4410874747845,Low,1
Emiliania huxleyi,P10K-NCBI-002648,CAM_ASM_000509,26.38169,41202,877,39.6,39544,36.1040865870929,Low,1
Emiliania huxleyi,P10K-NCBI-002649,CAM_ASM_000510,25.715245,40537,859,39.3,39045,37.2262773722628,Low,1
Emiliania huxleyi,P10K-NCBI-002650,CAM_ASM_000516,25.897385,40306,881,36.4,38663,35.4990559449603,Low,1
Emiliania huxleyi,P10K-NCBI-002651,CAM_ASM_000517,27.543596,41156,927,37.2,39571,37.9394000657047,Low,1
Ditylum brightwellii,P10K-NCBI-002652,CAM_ASM_000522,35.112693,39071,1435,51.0,39007,61.2197810649371,Medium,1
Ditylum brightwellii,P10K-NCBI-002653,CAM_ASM_000523,30.072565,33934,1398,48.6,33886,63.273918432391,Medium,1
Ditylum brightwellii,P10K-NCBI-002654,CAM_ASM_000401,23.725417,45855,644,18.4,45714,54.8059675372971,Low,1
Ditylum brightwellii,P10K-NCBI-002655,CAM_ASM_000402,19.751154,27886,1035,31.0,27841,63.1442836105025,Low,1
Emiliania huxleyi,P10K-NCBI-002656,CAM_ASM_000479,19.201568,29659,910,27.9,28499,36.7135688971543,Low,1
Emiliania huxleyi,P10K-NCBI-002657,CAM_ASM_000485,19.18749,29591,922,23.6,28363,36.9777527059902,Low,1
Emiliania huxleyi,P10K-NCBI-002658,CAM_ASM_000491,23.178755,35540,919,36.5,34020,36.8783068783069,Low,1
Emiliania huxleyi,P10K-NCBI-002659,CAM_ASM_000497,17.812345,27243,941,20.8,26145,37.7012813157392,Low,1
Ditylum brightwellii,P10K-NCBI-002660,CAM_ASM_000498,29.24981,37871,1177,38.8,37804,60.0650724791027,Low,1
Ditylum brightwellii,P10K-NCBI-002661,CAM_ASM_001091,64.020407,70254,1452,61.6,70051,62.1147449715208,Medium,1
Ditylum brightwellii,P10K-NCBI-002662,CAM_ASM_000504,28.136909,36894,1170,45.9,36838,55.2744448667137,Medium,1
Karlodinium veneficum,P10K-NCBI-002663,CAM_ASM_000505,82.627372,125515,958,51.8,125274,42.9889681817456,Low,1
Karlodinium veneficum,P10K-NCBI-002664,CAM_ASM_000511,86.391539,127015,1011,53.7,126758,44.9967654901466,Low,1
Karlodinium veneficum,P10K-NCBI-002665,CAM_ASM_000512,81.626076,124838,951,51.7,124599,42.7082079310428,Low,1
Anophryoides haemophila,P10K-NCBI-002666,CAM_ASM_000518,8.425383,17679,565,7.9,17603,37.4879281940578,Low,1
Anophryoides haemophila,P10K-NCBI-002667,CAM_ASM_000403,9.635062,21468,503,2.4,21399,38.4130099537362,Low,1
Lingulodinium polyedra,P10K-NCBI-002668,CAM_ASM_000404,81.368527,123210,949,64.7,119310,37.0505406084989,Medium,1
Lingulodinium polyedra,P10K-NCBI-002669,CAM_ASM_000405,81.038015,120654,972,64.3,117015,37.7541340853737,Medium,1
Lingulodinium polyedra,P10K-NCBI-002670,CAM_ASM_000406,78.23463,121881,911,61.2,118177,37.1832082384897,Low,1
Lingulodinium polyedra,P10K-NCBI-002671,CAM_ASM_000407,85.149945,119621,1045,67.5,115995,38.4464847622742,Medium,1
Azadinium spinosum,P10K-NCBI-002672,CAM_ASM_000408,84.39422,134290,907,56.5,133488,37.2677693875105,Low,1
Azadinium spinosum,P10K-NCBI-002673,CAM_ASM_000409,83.416153,137944,868,54.5,137040,38.1231757151197,Low,1
Azadinium spinosum,P10K-NCBI-002674,CAM_ASM_000410,86.723636,136736,928,54.5,135925,38.4837226411624,Low,1
Skeletonema marinoi,P10K-NCBI-002675,CAM_ASM_000411,25.02226,30079,1254,43.1,30038,51.7644317198216,Low,1
Skeletonema marinoi,P10K-NCBI-002676,CAM_ASM_000412,22.153965,26989,1239,40.4,26954,49.0020034132225,Low,1
Hemiselmis andersenii,P10K-NCBI-002677,CAM_ASM_000413,28.275603,43207,921,50.2,42723,36.9356084544625,Low,1
Hemiselmis andersenii,P10K-NCBI-002678,CAM_ASM_000414,34.606203,50835,956,50.6,50259,33.2040032630972,Low,1
Hemiselmis andersenii,P10K-NCBI-002679,CAM_ASM_000415,28.052158,43557,898,43.2,43073,33.359645253407,Low,1
Rhodomonas salina,P10K-NCBI-002680,CAM_ASM_000416,42.056944,63132,974,62.0,62157,37.8171404668823,Low,1
Hanusia phi,P10K-NCBI-002681,CAM_ASM_000417,31.502268,36932,1327,47.5,36788,46.4526476024791,Low,1
Proteomonas sulcata,P10K-NCBI-002682,CAM_ASM_000418,37.906979,49537,1231,33.4,48261,64.6484739230435,Low,1
Cryptomonas curvata,P10K-NCBI-002683,CAM_ASM_000419,37.643142,61034,799,42.7,59976,35.9677204215019,Low,1
Bigelowiella natans,P10K-NCBI-002684,CAM_ASM_000420,43.874355,48484,1425,65.1,48385,58.1977885708381,Medium,1
Bigelowiella natans,P10K-NCBI-002685,CAM_ASM_000421,38.705806,43299,1359,69.0,43216,63.2983154387264,Medium,1
Bigelowiella natans,P10K-NCBI-002686,CAM_ASM_000422,42.137489,47299,1357,60.0,47210,63.2514297818259,Medium,1
Stephanocyclus meneghinianus,P10K-NCBI-002687,CAM_ASM_000424,38.551486,32886,1768,62.0,32842,60.757566530662,Medium,1
Detonula confervacea,P10K-NCBI-002688,CAM_ASM_000425,37.751264,33378,1732,71.4,33336,63.9098872090233,Medium,1
Thalassiosira sp.,P10K-NCBI-002689,CAM_ASM_000426,26.758307,22519,1793,62.4,22493,56.7465433690482,Medium,1
Pseudo-nitzschia pungens,P10K-NCBI-002690,CAM_ASM_000427,33.438216,29381,1929,65.9,29186,58.7199342150346,Medium,1
Pseudo-nitzschia pungens,P10K-NCBI-002691,CAM_ASM_000434,31.37896,34725,1430,57.3,34523,52.7908930278365,Medium,1
Ditylum brightwellii,P10K-NCBI-002692,CAM_ASM_000435,38.510035,42787,1401,61.9,42725,59.3750731421884,Medium,1
Ditylum brightwellii,P10K-NCBI-002693,CAM_ASM_000436,38.716414,40929,1463,65.9,40872,60.3640634174985,Medium,1
Aulacoseira subarctica,P10K-NCBI-002694,CAM_ASM_000442,28.643279,29571,1515,66.3,29485,61.5974224181787,Medium,1
Amphiprora paludosa,P10K-NCBI-002695,CAM_ASM_000818,35.04881,41105,1285,45.9,41030,51.769436997319,Low,1
Coscinodiscus wailesii,P10K-NCBI-002696,CAM_ASM_000443,39.730153,65714,832,48.7,65485,50.8253798579827,Low,1
Thalassiosira punctigera,P10K-NCBI-002697,CAM_ASM_000444,41.997352,59660,1044,55.3,59216,43.3143069440692,Low,1
Pseudopedinella elastica,P10K-NCBI-002698,CAM_ASM_000450,50.367558,71329,1017,58.0,69111,47.1994327965158,Medium,1
Minutocellus polymorphus,P10K-NCBI-002699,CAM_ASM_000452,36.109242,34797,1576,71.3,34708,54.2238100726057,Medium,1
Thalassiosira sp.,P10K-NCBI-002700,CAM_ASM_000458,38.32866,40061,1396,60.0,39991,51.7066339926483,Medium,1
Tripos fusus,P10K-NCBI-002701,CAM_ASM_000466,90.775489,137033,971,53.3,136754,42.5998508270325,Low,1
Tripos fusus,P10K-NCBI-002702,CAM_ASM_000428,96.170975,139430,1032,57.2,139164,44.0013221810238,Medium,1
Micromonas pusilla,P10K-NCBI-002703,CAM_ASM_000429,18.712159,16277,1742,72.1,15785,44.7323408299018,Medium,1
Pyramimonas sp.,P10K-NCBI-002704,CAM_ASM_000820,26.144674,40209,923,55.7,39994,53.0879631944792,Medium,1
Micromonas pusilla,P10K-NCBI-002705,CAM_ASM_000789,22.199016,12990,2658,83.2,12916,62.3025704552493,Medium,1
Prymnesium parvum,P10K-NCBI-002706,CAM_ASM_000430,33.185498,44417,1099,42.4,43873,46.7668041848061,Low,1
Micromonas pusilla,P10K-NCBI-002707,CAM_ASM_000790,20.063688,14898,2087,74.1,14684,52.5742304549169,Medium,1
Pycnococcus sp.,P10K-NCBI-002708,CAM_ASM_000807,14.129642,10979,1871,80.4,10851,63.2568426873099,Medium,1
Cyanoptyche sp.,P10K-NCBI-002709,CAM_ASM_000437,16.848701,27634,896,37.7,27325,52.6623970722781,Low,1
Gloeochaete wittrockiana,P10K-NCBI-002710,CAM_ASM_000445,43.105918,56304,1201,85.1,56017,53.2873948979774,Medium,1
Isochrysis sp.,P10K-NCBI-002711,CAM_ASM_000791,26.445657,39455,912,43.9,38184,43.7617850408548,Low,1
Rhodomonas sp. CCMP768,P10K-NCBI-002712,CAM_ASM_000792,25.535987,51198,597,31.0,50586,41.2485667971375,Low,1
