Assembly Accession	Organism Name	Organism Taxonomic ID
GCA_030522485.1	Stenchaetothrips biformis	1100830
GCA_951394435.1	Stenella coeruleoalba	9737
GCA_964017025.1	Stenichneumon culpator	274346
GCA_028646385.1	Steno bredanensis	46167
GCA_963920205.1	Stenodema calcarata	863834
GCA_944452665.1	Stenoptilia bipunctidactyla	1660692
GCA_963583905.1	Stenurella melanura	877990
GCA_963971135.1	Stenus bimaculatus	1202164
GCA_009819605.1	Sterna hirundo	108405
GCA_916613615.1	Steromphala cineraria	216125
GCA_964194395.1	Stewartia floridana	881254
GCA_942159475.1	Sthenelais limicola	1210413
GCA_021234535.1	Stichopus chloronotus	240144
GCA_964212005.1	Stictoleptura scutellata	879004
GCA_011074415.1	Stictonetta naevosa	45637
GCA_964276865.1	Stigmatoteuthis arcturi	2053936
GCA_933228675.1	Stomorhina lunata	1606781
GCF_963082655.1	Stomoxys calcitrans	35570
GCA_030674155.1	Stramonita haemastoma	134471
GCA_954870665.1	Stratiomys singularior	511597
GCA_019095985.1	Streblospio benedicti	95538
GCA_964273445.1	Streptopelia decaocto	177147
GCA_901699155.2	Streptopelia turtur	177155
GCA_949358305.1	Strigamia acuminata	1255758
GCF_004027225.2	Strigops habroptila	2489341
GCA_031877785.1	Strix aluco	111821
GCF_001040885.1	Strongyloides ratti	34506
GCA_029582065.1	Strongyloides stercoralis	6248
GCF_040807025.1	Struthio camelus	8801
GCA_963662145.1	Sturmia bella	569090
GCA_963675895.2	Styela plicata	7726
GCA_958496365.1	Subacronicta megacephala	1870728
GCA_949127995.1	Suillia variegata	1230148
GCF_024139225.1	Suncus etruscus	109475
GCF_006229205.1	Suricata suricatta	37032
GCF_000003025.6	Sus scrofa	9823
GCA_963971145.1	Sussaba pulchella	662494
GCF_964019385.1	Sycon ciliatum	27933
GCF_009819655.1	Sylvia atricapilla	48155
GCA_014839755.1	Sylvia borin	73324
GCA_963854165.1	Sylvicola cinctus	1552766
GCA_015711505.1	Sylvilagus bachmani	365149
GCA_949820135.1	Sylvilagus floridanus	9988
GCA_964198035.1	Sympetrum sanguineum	197176
GCA_947579665.1	Sympetrum striolatum	6969
GCF_028878055.3	Symphalangus syndactylus	9590
GCA_947650265.1	Symphodus melops	171736
GCF_963678635.1	Symsagittifera roscoffensis	84072
GCA_029721515.1	Synanceia verrucosa	51996
GCA_936446665.2	Synanthedon andrenaeformis	1108569
GCA_945859745.1	Synanthedon formicaeformis	301036
GCA_944738685.1	Synanthedon myopaeformis	1108570
GCA_964332195.1	Synanthedon spheciformis	233843
GCA_947623395.1	Synanthedon tipuliformis	301680
GCA_918317495.1	Synanthedon vespiformis	1660703
GCA_029718625.1	Synaphobranchus kaupii	118154
GCA_044231675.1	Synchiropus picturatus	586865
GCF_027744825.2	Synchiropus splendidus	270530
GCF_019802595.1	Syngnathoides biaculeatus	300417
GCF_901709675.1	Syngnathus acus	161584
GCF_024217435.2	Syngnathus scovelli	161590
GCF_033458585.1	Syngnathus typhle	161592
GCA_905187475.1	Syritta pipiens	34682
GCA_958431115.1	Syrphus vitripennis	224256
GCA_905220375.1	Tachina fera	631328
GCA_949987645.1	Tachina grossa	141258
GCA_944452675.1	Tachina lurida	631329
GCA_963932245.1	Tachinus rufipes	1588496
GCF_015852505.1	Tachyglossus aculeatus	9261
GCA_004210375.1	Tachypleus tridentatus	6853
GCA_963506565.1	Tachystola acroxantha	2561799
GCF_022655615.1	Tachysurus fulvidraco	1234273
GCA_040256215.1	Tachysurus ussuriensis	1828414
GCF_030014155.1	Tachysurus vachellii	175792
GCA_030848825.1	Tadarida brasiliensis	9438
GCA_001923025.3	Taenia multiceps	94034
GCA_023968675.1	Taenia pisiformis	85432
GCA_029959045.1	Taenioides sp. WSHXM2023	3041818
GCF_003957565.2	Taeniopygia guttata	59729
GCA_004026145.2	Takifugu bimaculatus	433685
GCF_003711565.1	Takifugu flavidus	433684
GCF_901000725.2	Takifugu rubripes	31033
GCA_901000725.3	Takifugu rubripes	31033
GCA_964330275.1	Taleporia tubulosa	753433
GCA_964194135.1	Talpa europaea	9375
GCA_023851605.1	Tamandua tetradactyla	48850
GCA_025594165.1	Tamias sibiricus	64680
GCA_028673005.1	Tanypteryx hageni	476689
GCA_044509165.1	Taphozous melanopogon	187003
GCA_951812265.1	Taphrorychus bicolor	105251
GCA_031878705.1	Tapirus indicus	9802
GCA_964277315.1	Tarphius canariensis	124803
GCA_910589615.1	Taurulus bubalis	61643
GCA_020745685.1	Tautogolabrus adspersus	34787
GCA_029721355.1	Tegillarca granosa	220873
GCA_948473455.1	Teleiodes luculella	1101163
GCA_020615435.1	Telenomus remus	1569972
GCF_002237135.1	Teleopsis dalmanni	139649
GCA_002237135.5	Teleopsis dalmanni	139649
GCA_933228915.1	Telmatherina bonti	446457
GCF_963966145.1	Tenebrio molitor	7067
GCA_963966145.1	Tenebrio molitor	7067
GCA_030765045.1	Tenodera sinensis	406589
GCA_963966615.1	Tenthredo amoena	520940
GCA_947538915.1	Tenthredo distinguenda	1385102
GCA_963992785.1	Tenthredo livida	520905
GCA_943736025.1	Tenthredo mesomela	222778
GCA_914767705.2	Tenthredo notha	362091
GCA_963978835.1	Tenthredo scrophulariae	520932
GCA_949152475.1	Terebella lapidaria	1131437
GCA_040782865.1	Testudo graeca	86975
GCA_958299015.1	Tetanocera ferruginea	320963
GCA_963555595.1	Tethea ocularis	997289
GCA_951216915.1	Tetheella fluctuosa	721173
GCA_964205185.1	Tethya californiana	283519
GCA_964277195.1	Tethysbaena scabra	203899
GCA_963680715.1	Tetragnatha montana	500645
GCA_928718305.1	Tetramorium bicarinatum	219812
GCA_036759885.1	Tetranychus piercei	93131
GCA_028476895.1	Tetranychus truncatus	93132
GCA_951394365.1	Tetrao urogallus	100830
GCA_964058775.1	Tetropium fuscum	256650
GCF_902500255.1	Thalassophryne amazonica	390379
GCA_023658055.1	Thaleichthys pacificus	240832
GCA_948465475.1	Thalpophila matura	987451
GCA_009823395.1	Thamnaconus septentrionalis	435163
GCF_009769535.1	Thamnophis elegans	35005
GCA_914767995.1	Thecocarcelia acutangulata	1918310
GCA_937620795.1	Thecophora atra	1219171
GCA_947397855.1	Thelaira solivaga	1918187
GCA_964194385.1	Themiste lageniformis	216211
GCA_026168455.1	Theocolax elegans	1462594
GCA_963970385.1	Theonella swinhoei	37505
GCA_939531255.2	Thera britannica	987013
GCA_964188155.1	Thera firmata	326957
GCA_964194115.1	Thera juniperata	689108
GCA_947578465.1	Thera obeliscata	934896
GCA_033459515.1	Theretra japonica	644662
GCA_963855945.1	Thereva nobilitata	1774267
GCA_949987705.1	Thereva unica	2867258
GCA_027580255.1	Therioaphis trifolii	935269
GCA_020745775.1	Theristicus caerulescens	1118847
GCA_964235325.1	Thermobia domestica	89055
GCF_003255815.1	Theropithecus gelada	9565
GCA_943138885.2	Tholera decimalis	988041
GCA_964274215.1	Thracia phaseolina	1411927
GCA_040581495.1	Thrips tabaci	161014
GCA_948477245.1	Thumatha senex	997290
GCF_914725855.1	Thunnus albacares	8236
GCA_914725855.2	Thunnus albacares	8236
GCF_910596095.1	Thunnus maccoyii	8240
GCF_963924715.1	Thunnus thynnus	8237
GCA_905147785.2	Thyatira batis	721163
GCA_023634145.1	Thymallus thymallus	36185
GCA_951805285.1	Thymelicus acteon	876078
GCA_963932265.1	Thymelicus lineola	218773
GCA_911387775.1	Thymelicus sylvestris	272628
GCA_963457665.1	Thysanoteuthis rhombus	61751
GCA_030578255.1	Tiaroga cobitis	86932
GCF_007210705.1	Tigriopus californicus	6832
GCA_010645155.1	Tigriopus japonicus	158387
GCA_948098905.1	Tiliacea aurago	988162
GCA_963921375.1	Tiliacea citrago	988163
GCF_035046505.1	Tiliqua scincoides	71010
GCA_964006375.1	Tillus elongatus	295696
GCA_958496195.1	Timandra comae	190366
GCA_044715735.1	Timema poppense	170557
GCA_948150575.1	Tinea pellionella	41014
GCA_910589645.1	Tinea semifulvella	1101063
GCA_905220615.1	Tinea trinotella	1594354
GCA_042254865.1	Tineola bisselliella	93883
GCA_944319695.1	Tiphia femorata	330862
GCA_963556175.1	Tipula confusa	2881124
GCA_963556165.1	Tipula helvola	2867262
GCA_963932295.1	Tipula lateralis	2025111
GCA_951394425.1	Tipula unca	2867263
GCA_958295665.1	Tipula vernalis	2741129
GCA_964339175.1	Tithorea tarricina	722279
GCA_959613345.1	Tolmerus cingulatus	2884231
GCA_020055645.1	Tomocerus qinae	1765738
GCF_030247195.1	Topomyia yanbarensis	2498891
GCA_947859335.1	Tortricodes alternella	116138
GCA_963241965.1	Tortrix viridana	311328
GCA_036365515.1	Torymus aiolomorphi	3076520
GCA_041937245.1	Toumeyella liriodendri	3140520
GCA_963691655.1	Toxonevra muliebris	2725530
GCF_029784135.1	Toxorhynchites rutilus septentrionalis	329112
GCA_016801885.1	Toxotes chatareus	270537
GCF_017976425.1	Toxotes jaculatrix	941984
GCF_013100865.1	Trachemys scripta elegans	31138
GCA_022709315.2	Trachinotus ovatus	173339
GCA_028533065.1	Trachops cirrhosus	148073
GCA_905171665.2	Trachurus trachurus	36212
GCA_028551375.1	Tremarctos ornatus	9638
GCA_964276685.1	Triaenodes bicolor	699847
GCA_964198125.1	Triatoma dimidiata	72491
GCF_031307605.1	Tribolium castaneum	7070
GCA_939628115.1	Tribolium freemani	7072
GCA_002221485.1	Trichinella murrelli	144512
GCA_000181795.3	Trichinella spiralis	6334
GCA_944472135.2	Trichobilharzia regenti	157069
GCA_944472155.2	Trichobilharzia szidati	157070
GCA_949775025.1	Tricholauxania praeusta	1824988
GCF_030014385.1	Trichomycterus rosablanca	2290929
GCF_003590095.1	Trichoplusia ni	7111
GCA_030407085.1	Trichopria drosophilae	1507179
GCA_963978905.1	Trichostrongylus colubriformis	6319
GCF_011100635.1	Trichosurus vulpecula	9337
GCA_964273465.1	Tricolia pullus	335759
GCA_943736015.1	Tridacna crocea	80833
GCA_963210305.1	Tridacna derasa	80831
GCA_945859785.2	Tridacna gigas	80829
GCA_963675345.1	Trididemnum clinides	641091
GCA_964006365.1	Trididemnum miniatum	1128088
GCA_963965965.1	Trididemnum nubilum	644239
GCA_030269945.2	Trilocha varians	941097
GCA_029783895.1	Triplophysa bombifrons	1652672
GCF_015846415.1	Triplophysa dalaica	1582913
GCA_041430785.1	Triplophysa lixianensis	1783475
GCF_024868665.1	Triplophysa rosa	992332
GCA_008369825.1	Triplophysa tibetana	1572043
GCA_033220385.1	Triplophysa yarkandensis	1677794
GCA_947095525.1	Trisateles emortualis	753441
GCA_964204655.1	Triturus cristatus	8323
GCA_963932185.1	Troglohyphantes excavatus	1977180
GCA_020746105.1	Trogon surrucura	297711
GCA_033220335.2	Troides aeacus	501369
GCA_964056705.1	Troilus luridus	1545368
GCA_949699805.1	Tromatobia lineatoria	2776060
GCA_963989405.1	Trypoxylon attenuatum	1889570
GCA_023509865.1	Trypoxylus dichotomus	273928
GCA_956483605.1	Tuberolachnus salignus	96551
GCA_964204645.1	Tubulanus polymorphus	672921
GCA_963969345.1	Turbatrix aceti	114909
GCA_964204835.1	Turbinaria reniformis	1381352
GCA_039566895.2	Turritopsis rubra	367916
GCF_011762595.1	Tursiops truncatus	9739
GCA_947561695.1	Tyria jacobaeae	179666
GCA_964288745.1	Tyta luctuosa	988042
GCA_950022985.1	Udea ferrugalis	1002954
GCA_947369235.1	Udea olivalis	1002971
GCF_026930045.1	Uloborus diversus	327109
GCA_040954815.1	Ulomoides dermestoides	1552300
GCA_040894045.1	Umbra pygmaea	75934
GCF_029784155.1	Uranotaenia lowii	190385
GCA_034190875.2	Urechis unicinctus	6432
GCA_032313775.1	Urocyon cinereoargenteus	55040
GCA_028551405.1	Uromys caudimaculatus	36800
GCA_960531455.1	Urophora cardui	503482
GCF_023065955.2	Ursus arctos	9644
GCA_963556495.2	Valencia hispanica	195855
GCA_040549115.1	Vandiemenella viatica	431949
GCF_905147765.1	Vanessa atalanta	42275
GCF_905220365.1	Vanessa cardui	171605
GCA_905220365.2	Vanessa cardui	171605
GCF_037043105.1	Vanessa tameamea	334116
GCA_028533085.1	Varecia variegata	9455
GCF_019457755.1	Venturia canescens	32260
GCA_964200665.2	Venus verrucosa	55715
GCA_951394065.1	Venusia cambrica	572911
GCA_026259375.1	Verasper variegatus	82366
GCF_910589235.1	Vespa crabro	7445
GCF_912470025.1	Vespa velutina	202808
GCA_963924515.1	Vespertilio murinus	59485
GCA_905340365.1	Vespula germanica	30212
GCF_014466175.1	Vespula pensylvanica	30213
GCF_905475345.1	Vespula vulgaris	7454
GCF_026979565.1	Vidua chalybeata	81927
GCF_024509145.1	Vidua macroura	187451
GCA_951394055.1	Villa cingulata	2753613
GCA_022828995.1	Vimba vimba	155067
GCA_964194415.1	Vipera berus	31155
GCA_024294585.1	Vipera latastei	246179
GCA_947247035.1	Vipera ursinii	103942
GCA_949129095.1	Volucella bombylans	1352473
GCA_907269105.1	Volucella inanis	226151
GCA_928272305.1	Volucella inflata	226149
GCA_963966105.1	Volucella zonaria	511121
GCA_030463245.1	Vulpes corsac	9629
GCA_024500485.1	Vulpes ferrilata	561074
GCF_018345385.1	Vulpes lagopus	494514
GCA_039700855.1	Vultur gryphus	8924
GCF_963576615.1	Watersipora subatra	2589382
GCA_929442735.1	Watsonalla binaria	721165
GCA_964035505.1	Watsonalla cultraria	721166
GCA_041381225.1	Whitmania acranulata	1329092
GCA_041381185.1	Whitmania laevis	307844
GCA_041430665.1	Whitmania pigra	486152
GCF_029784165.1	Wyeomyia smithii	174621
GCA_949128155.2	Xanthia icteritia	987434
GCA_963853775.1	Xanthia togata	997532
GCA_963582015.1	Xanthorhoe designata	934901
GCA_964187945.1	Xanthorhoe montanata	934903
GCA_947086425.1	Xanthorhoe spadicearia	934904
GCA_963575645.1	Xanthostigma xanthostigma	887762
GCA_014839995.1	Xenentodon cancila	129108
GCA_024363595.1	Xenopus borealis	8354
GCF_017654675.1	Xenopus laevis	8355
GCA_038501925.1	Xenopus petersii	288555
GCF_000004195.4	Xenopus tropicalis	8364
GCA_028644305.1	Xerus rutilus	226860
GCA_950022955.1	Xestia ashworthii	988043
GCA_916618015.1	Xestia c-nigrum	987431
GCA_963853795.1	Xestia rhomboidea	987439
GCA_941918905.2	Xestia sexstrigata	997545
GCA_905147715.2	Xestia xanthographa	988049
GCA_963966045.2	Xestobium rufovillosum	879067
GCA_963965975.1	Xestospongia bergquistia	1088918
GCA_963693285.1	Xestospongia muta	178552
GCF_016859285.1	Xiphias gladius	8245
GCA_036418095.1	Xiphophorus birchmanni	32469
GCA_041380905.1	Xiphophorus cortezi	32472
GCF_001444195.1	Xiphophorus couchianus	32473
GCF_003331165.1	Xiphophorus hellerii	8084
GCF_002775205.1	Xiphophorus maculatus	8083
GCA_041429825.1	Xiphophorus malinche	32476
GCA_963678675.1	Xiphydria camelus	871386
GCA_935421205.1	Xylocampa areola	1870430
GCA_963422695.1	Xylophagus ater	1689122
GCA_963583995.1	Xylota segnis	374263
GCA_905220385.1	Xylota sylvarum	374264
GCF_025860055.1	Xyrauchen texanus	154827
GCA_962446985.1	Xyrichtys novacula	13765
GCA_020352615.2	Yoshiicerus persimilis	1978554
GCA_947310995.1	Yponomeuta cagnagella	2567736
GCA_963969515.1	Yponomeuta evonymella	2567737
GCA_947308005.1	Yponomeuta malinellus	33466
GCA_947310845.1	Yponomeuta plumbellus	1594356
GCA_934045075.1	Yponomeuta sedellus	263933
GCA_910592155.1	Ypsolopha scabrella	1870435
GCA_934047225.1	Ypsolopha sequella	1870436
GCA_038088235.1	Zacco platypus	80810
GCF_009762305.2	Zalophus californianus	9704
GCA_958496275.1	Zele albiditarsus	1080930
GCA_949319315.1	Zelleria hepariella	1594360
GCF_012273895.1	Zerene cesonia	33412
GCF_028554725.1	Zeugodacus cucurbitae	28588
GCA_031772095.1	Zeugodacus tau	137263
GCA_960531495.1	Zeus faber	64108
GCA_907165235.1	Zeuzera pyrina	1101072
GCA_037074705.1	Zhengitettix transpicula	3094285
GCA_023566125.1	Zingel zingel	210855
GCA_040110945.1	Zoarces viviparus	48416
GCF_028769735.1	Zonotrichia leucophrys gambelii	257770
GCF_963506605.1	Zootoca vivipara	8524
GCA_022388445.1	Zophobas atratus	7074
GCA_029582265.1	Zoroaster sp. YZ-2022	2989510
GCA_964261665.1	Zygaena carniolica	287238
GCA_964275295.1	Zygaena ephialtes	287371
GCA_964261585.1	Zygaena exulans	287373
GCA_907165275.2	Zygaena filipendulae	287375
GCA_964264925.1	Zygaena loti	287383
GCA_964270835.1	Zygaena purpuralis	287345
GCA_964338965.1	Zygaena sarpedon	287354
GCA_964271875.1	Zygaena viciae	287404
